study_name,variant,description,window_start,window_end,n_prediction_rows,predictions_file,raw_dir,nifty_features,backtest_csv,sharpe,cagr_pct,max_dd_pct,total_return_pct,n_windows,span_years
HMM-conditioned vs regime-agnostic (flat) portfolio sizing,hmm_conditioned_portfolio,NIFTY HMM drives sleeves and top-N,2013-01-01,2015-12-31,2686,/Users/shivanshgupta/regime-adaptive-transformer/results/momentum_rankings_yf_2013_2015.csv,/Users/shivanshgupta/regime-adaptive-transformer/data/raw_yf_2013_2015,/Users/shivanshgupta/regime-adaptive-transformer/data/processed_yf_2013_2015/_NSEI_features.parquet,results/hmm_vs_flat/yf_2013_2015/2013-01-01_2015-12-31/backtest_hmm_conditioned_portfolio.csv,0.1566,0.844,-33.2274,2.342,33.0,2.7543
HMM-conditioned vs regime-agnostic (flat) portfolio sizing,regime_agnostic_flat_sizing,"flat 1.0/1.0/1.0, top_n all regimes",2013-01-01,2015-12-31,2686,/Users/shivanshgupta/regime-adaptive-transformer/results/momentum_rankings_yf_2013_2015.csv,/Users/shivanshgupta/regime-adaptive-transformer/data/raw_yf_2013_2015,/Users/shivanshgupta/regime-adaptive-transformer/data/processed_yf_2013_2015/_NSEI_features.parquet,results/hmm_vs_flat/yf_2013_2015/2013-01-01_2015-12-31/backtest_regime_agnostic_flat_sizing.csv,0.1475,0.5892,-33.2274,1.6312,33.0,2.7543
