date,portfolio_return,portfolio_return_gross,trade_value,friction_cost,rebalance_friction_rate,turnover,regime,stocks_held,stops_hit,cash,portfolio_value_start,portfolio_value,cash_weight,invested_weight,kelly_f_star,kelly_b_used,kelly_largest_weight,cumulative_return
2023-01-02,-0.014781765733906521,-0.013681765733906521,50000.0,110.0,0.0022,0.5,HIGH_VOL,"['YESBANK.NS', 'POWERINDIA.NS', 'KALYANKJIL.NS']",[],False,100000.0,98521.82342660935,0.5,0.5,0.4353091442811345,5.38134698926273,0.17643641995093606,-0.014781765733906549
2023-01-09,-0.01147512581054423,-0.00927512581054423,98521.82342660935,216.7480115385406,0.0022,0.8571428571428571,BULL,"['KALYANKJIL.NS', 'RECLTD.NS', 'JINDALSTEL.NS', 'SUZLON.NS', 'ZYDUSLIFE.NS']",[],False,98521.82342660935,97391.27310770478,0.0,1.0,0.36031884230322175,2.9128739159239787,0.20409277231461925,-0.02608726892295221
2023-01-16,0.008267660778176304,0.009367660778176305,48695.63655385239,107.13040041847526,0.0022,0.42857142857142855,HIGH_VOL,"['MFSL.NS', 'RVNL.NS', 'JINDALSTEL.NS']",[],False,97391.27310770478,98196.471116514,0.5,0.5,0.3915818495950467,3.6016235179626293,0.17203230589198612,-0.01803528883485994
2023-01-23,-0.11455032541876534,-0.11235032541876534,98196.47111651399,216.0322364563308,0.0022,0.857142857142857,BULL,"['MFSL.NS', 'SAIL.NS', 'OIL.NS', 'ATGL.NS', 'UNIONBANK.NS']","['ATGL.NS', 'UNIONBANK.NS']",False,98196.471116514,86948.03339514293,1.1102230246251565e-16,0.9999999999999999,0.36619870926737447,3.0215488577938423,0.20514523201516638,-0.13051966604857068
2023-01-31,-0.018943204340663208,-0.017843204340663207,43474.01669757147,95.64283673465724,0.0022,0.42857142857142855,HIGH_VOL,"['MFSL.NS', 'PERSISTENT.NS', 'POLYCAB.NS']",['MFSL.NS'],False,86948.03339514293,85300.95903151993,0.5,0.5,0.42982344343766066,5.067221203025379,0.17183932860367956,-0.1469904096848007
2023-02-07,-0.005182186468549451,-0.0029821864685494514,85300.95903151993,187.66210986934385,0.0022,0.8571428571428571,BULL,"['PERSISTENT.NS', 'CHOLAFIN.NS', 'CGPOWER.NS', 'KEI.NS', 'ITC.NS']",[],False,85300.95903151993,84858.9135558725,0.0,1.0,0.45695751954805836,7.1242119798707595,0.21491791637587507,-0.15141086444127505
2023-02-14,7.894365219579622e-05,0.001178943652195796,42429.45677793624,93.34480491145973,0.0022,0.4285714285714285,HIGH_VOL,"['KPITTECH.NS', 'ITC.NS', 'OIL.NS']",[],False,84858.9135558725,84865.61262842995,0.5,0.49999999999999994,0.3772790106919213,3.2500463056438282,0.17067111946856206,-0.15134387371570046
2023-02-21,-0.021477894124347828,-0.019277894124347827,84865.61262842995,186.7043477825459,0.0022,0.6666666666666666,BULL,"['KPITTECH.NS', 'SUPREMEIND.NS', 'TVSMOTOR.NS', 'ITC.NS', 'NYKAA.NS']",[],False,84865.61262842995,83042.87798559862,0.0,1.0,0.2925204852419582,2.0589804527140547,0.20259183910060913,-0.16957122014401382
2023-02-28,0.01696067084676461,0.01806067084676461,41521.4389927993,91.34716578415848,0.0022,0.4285714285714285,HIGH_VOL,"['POLICYBZR.NS', 'BLUESTARCO.NS', 'KPITTECH.NS']",[],False,83042.87798559862,84451.3409052804,0.5,0.49999999999999994,0.4581620620910595,7.254950645473231,0.18052130791028856,-0.15548659094719597
2023-03-08,-0.08983604329956786,-0.08763604329956787,84451.3409052804,185.7929499916169,0.0022,1.0,BULL,"['ADANIPORTS.NS', 'ADANIENT.NS', 'OIL.NS', 'JSWENERGY.NS', 'PFC.NS']","['ADANIPORTS.NS', 'ADANIENT.NS', 'JSWENERGY.NS']",False,84451.3409052804,76864.56658700707,0.0,1.0,0.4302679020034102,5.091300315078594,0.20618613735863575,-0.23135433412992934
2023-03-15,-0.013076152037129137,-0.011976152037129137,38432.28329350353,84.55102324570778,0.0022,0.3333333333333333,HIGH_VOL,"['ADANIPOWER.NS', 'ADANIPORTS.NS', 'PFC.NS']",[],False,76864.56658700707,75859.47382804732,0.5,0.5,0.4471057264503402,6.209068525718006,0.1754675717892361,-0.2414052617195267
2023-03-22,-0.021623699085347642,-0.0194370451148867,75399.28165598976,165.8784196431775,0.0022,0.8519431053743923,BULL,"['ADANIGREEN.NS', 'POLICYBZR.NS', 'GAIL.NS', 'ADANIPORTS.NS', 'MCX.NS']",['ADANIPORTS.NS'],False,75859.47382804732,74219.11139321682,0.006066377063208894,0.9939336229367911,0.49821100008643826,18.609558857656733,0.25,-0.2578088860678318
2023-03-29,-0.009137162259045935,-0.008037162259045934,37109.55569660841,81.64102253253851,0.0022,0.42857142857142855,HIGH_VOL,"['ADANIGREEN.NS', 'ADANIENT.NS', 'BANKINDIA.NS']",['ADANIGREEN.NS'],False,74219.11139321682,73540.9593296948,0.5,0.5,0.506188811246647,27.03962842425035,0.2129776886381241,-0.264590406703052
2023-04-10,0.038565973124408175,0.040765973124408175,73540.9593296948,161.79011052532857,0.0022,0.8571428571428571,BULL,"['ADANIGREEN.NS', 'RVNL.NS', 'GLENMARK.NS', 'GVT&D.NS', 'DLF.NS']",[],False,73540.9593296948,76377.137990747,0.0,1.0,0.494243725120126,16.111637949485388,0.24865418206528797,-0.23622862009252998
2023-04-18,-0.013630565430096442,-0.012530565430096442,38188.5689953735,84.0148517898217,0.0022,0.42857142857142855,HIGH_VOL,"['ADANIGREEN.NS', 'AUROPHARMA.NS', 'INDIANB.NS']",[],False,76377.137990747,75336.07441400061,0.5,0.5,0.42932843979183494,5.040670429817271,0.1740381464858302,-0.2466392558599939
2023-04-25,0.09022570648030975,0.09241594006202837,75001.63640745287,165.00360009639633,0.0022,0.6637071459753364,BULL,"['RVNL.NS', 'AUROPHARMA.NS', 'GVT&D.NS', 'GODREJPROP.NS', 'INDIANB.NS']",[],False,75336.07441400061,82133.324951457,0.004439281036995313,0.9955607189630047,0.49888500816805176,19.112990412036673,0.25,-0.1786667504854299
