Date,Ticker,predicted_alpha,actual_alpha,Period
2008-01-01,ABB.NS,0.0,-0.06298824947280032,Test
2008-01-01,ADANIENT.NS,0.0,-0.11184773958471592,Test
2008-01-01,ADANIPORTS.NS,0.0,-0.18816301781976108,Test
2008-01-01,ADANIPOWER.NS,0.0,0.0,Test
2008-01-01,AMBUJACEM.NS,0.0,-0.05083443627276754,Test
2008-01-01,APOLLOHOSP.NS,0.0,0.0673275539199959,Test
2008-01-01,ASHOKLEY.NS,0.0,-0.11652447571924607,Test
2008-01-01,ASIANPAINT.NS,0.0,0.12343784107250849,Test
2008-01-01,ASTRAL.NS,0.0,0.0,Test
2008-01-01,AUROPHARMA.NS,0.0,-0.2607378202969176,Test
2008-01-01,AXISBANK.NS,0.0,0.18489076728282514,Test
2008-01-01,BAJAJ-AUTO.NS,0.0,0.09661644668369955,Test
2008-01-01,BAJAJFINSV.NS,0.0,0.0,Test
2008-01-01,BAJAJHLDNG.NS,0.0,1.2230047008454648e-07,Test
2008-01-01,BAJFINANCE.NS,0.0,0.0605893665952362,Test
2008-01-01,BANKBARODA.NS,0.0,-0.1379584408591116,Test
2008-01-01,BANKINDIA.NS,0.0,0.04610843342575868,Test
2008-01-01,BEL.NS,0.0,-0.045232636938643905,Test
2008-01-01,BHARATFORG.NS,0.0,0.015368875226494272,Test
2008-01-01,BHARTIARTL.NS,0.0,0.0513345928985159,Test
2008-01-01,BHEL.NS,0.0,0.0,Test
2008-01-01,BIOCON.NS,0.0,-0.16505408955261908,Test
2008-01-01,BLUESTARCO.NS,0.0,0.17439407467118564,Test
2008-01-01,BOSCHLTD.NS,0.0,-0.02735350201751474,Test
2008-01-01,BPCL.NS,0.0,-0.11396790470545815,Test
2008-01-01,BRITANNIA.NS,0.0,0.08629301326121472,Test
2008-01-01,CANBK.NS,0.0,-0.14987666988915038,Test
2008-01-01,CGPOWER.NS,0.0,0.08560595677832761,Test
2008-01-01,CHOLAFIN.NS,0.0,-0.19636434368599953,Test
2008-01-01,CIPLA.NS,0.0,0.12971304687003604,Test
2008-01-01,COALINDIA.NS,0.0,0.0,Test
2008-01-01,COFORGE.NS,0.0,-0.33819880223629256,Test
2008-01-01,COLPAL.NS,0.0,0.09367692635476724,Test
2008-01-01,CONCOR.NS,0.0,0.04779042850048465,Test
2008-01-01,COROMANDEL.NS,0.0,0.11597080206468616,Test
2008-01-01,CUMMINSIND.NS,0.0,0.03803738274884222,Test
2008-01-01,DABUR.NS,0.0,-0.07260003517284469,Test
2008-01-01,DIVISLAB.NS,0.0,-0.02938060667801562,Test
2008-01-01,DLF.NS,0.0,-0.19286005658755137,Test
2008-01-01,DRREDDY.NS,0.0,-0.063843516097291,Test
2008-01-01,EICHERMOT.NS,0.0,-0.07522289401456067,Test
2008-01-01,EXIDEIND.NS,0.0,0.24163253651297265,Test
2008-01-01,FEDERALBNK.NS,0.0,-0.005760610591119153,Test
2008-01-01,FORTIS.NS,0.0,-0.0673275539199959,Test
2008-01-01,GAIL.NS,0.0,0.009955299338729656,Test
2008-01-01,GLENMARK.NS,0.0,0.02938060667801562,Test
2008-01-01,GMRAIRPORT.NS,0.0,-0.04779042850048465,Test
2008-01-01,GODFRYPHLP.NS,0.0,0.0,Test
2008-01-01,GODREJCP.NS,0.0,-0.08544638563005266,Test
2008-01-01,GODREJPROP.NS,0.0,0.0,Test
2008-01-01,GRASIM.NS,0.0,-0.05775621627903757,Test
2008-01-01,GVT&D.NS,0.0,0.19230654461874216,Test
2008-01-01,HAVELLS.NS,0.0,-0.00926066246559304,Test
2008-01-01,HCLTECH.NS,0.0,-0.0072301527468951465,Test
2008-01-01,HDFCBANK.NS,0.0,-0.05957333712348388,Test
2008-01-01,HEROMOTOCO.NS,0.0,0.2524121426228575,Test
2008-01-01,HINDALCO.NS,0.0,0.05271955042166385,Test
2008-01-01,HINDPETRO.NS,0.0,-0.13225058439058962,Test
2008-01-01,HINDUNILVR.NS,0.0,0.0,Test
2008-01-01,HINDZINC.NS,0.0,-0.07578272761357285,Test
2008-01-01,ICICIBANK.NS,0.0,0.02683380675910882,Test
2008-01-01,IDEA.NS,0.0,0.0,Test
2008-01-01,INDHOTEL.NS,0.0,0.0,Test
2008-01-01,INDIANB.NS,0.0,0.05814033945533709,Test
2008-01-01,INDUSINDBK.NS,0.0,-0.25000578313540367,Test
2008-01-01,INFY.NS,0.0,0.07145757068177269,Test
2008-01-01,IOC.NS,0.0,-0.2792116292957742,Test
2008-01-01,ITC.NS,0.0,0.021611189135434278,Test
2008-01-01,JINDALSTEL.NS,0.0,-0.06948245532104258,Test
2008-01-01,JSWENERGY.NS,0.0,0.0,Test
2008-01-01,JSWSTEEL.NS,0.0,-0.016596699748279986,Test
2008-01-01,JUBLFOOD.NS,0.0,0.24251672916447103,Test
2008-01-01,KEI.NS,0.0,0.05036065495830874,Test
2008-01-01,KOTAKBANK.NS,0.0,-0.15356467352334882,Test
2008-01-01,LICHSGFIN.NS,0.0,-0.14076452792224414,Test
2008-01-01,LT.NS,0.0,0.1457027550329102,Test
2008-01-01,LUPIN.NS,0.0,0.10520464043463629,Test
2008-01-01,M&M.NS,0.0,0.03973407124744205,Test
2008-01-01,M&MFIN.NS,0.0,0.1661594326935462,Test
2008-01-01,MARICO.NS,0.0,-0.01779228451555706,Test
2008-01-01,MARUTI.NS,0.0,0.12543978486446383,Test
2008-01-01,MFSL.NS,0.0,-0.020426532579256418,Test
2008-01-01,MOTHERSON.NS,0.0,0.0,Test
2008-01-01,MOTILALOFS.NS,0.0,-0.1157227901578036,Test
2008-01-01,MPHASIS.NS,0.0,0.012227183807286823,Test
2008-01-01,MRF.NS,0.0,-0.13510362943027227,Test
2008-01-01,NATIONALUM.NS,0.0,0.02279490953147445,Test
2008-01-01,NAUKRI.NS,0.0,-0.1503350686258584,Test
2008-01-01,NESTLEIND.NS,0.0,0.1092076025595359,Test
2008-01-01,NHPC.NS,0.0,0.0,Test
2008-01-01,NMDC.NS,0.0,0.2537770986696426,Test
2008-01-01,NTPC.NS,0.0,-0.24454002118219,Test
2008-01-01,OBEROIRLTY.NS,0.0,0.0,Test
2008-01-01,OFSS.NS,0.0,-0.18190834409548984,Test
2008-01-01,OIL.NS,0.0,0.2553287527994414,Test
2008-01-01,ONGC.NS,0.0,0.0,Test
2008-01-01,PAGEIND.NS,0.0,0.19882708116625217,Test
2008-01-01,PATANJALI.NS,0.0,-0.20618767312040856,Test
2008-01-01,PERSISTENT.NS,0.0,0.22831668979518477,Test
2008-01-01,PFC.NS,0.0,-0.18816936848933707,Test
2008-01-01,PHOENIXLTD.NS,0.0,-0.16180793725069423,Test
2008-01-01,PIDILITIND.NS,0.0,-0.027203117041031788,Test
2008-01-01,PNB.NS,0.0,0.06024552558448387,Test
2008-01-01,POWERGRID.NS,0.0,-0.29315378997145775,Test
2008-01-01,PRESTIGE.NS,0.0,0.0,Test
2008-01-01,RADICO.NS,0.0,-0.3420736146639013,Test
2008-01-01,RECLTD.NS,0.0,0.12567466449466014,Test
2008-01-01,RELIANCE.NS,0.0,0.11361111208492264,Test
2008-01-01,SAIL.NS,0.0,0.006646254748452235,Test
2008-01-01,SBIN.NS,0.0,0.049916811129392585,Test
2008-01-01,SHREECEM.NS,0.0,0.12921129897355327,Test
2008-01-01,SHRIRAMFIN.NS,0.0,0.09784534198247571,Test
2008-01-01,SIEMENS.NS,0.0,0.11349488833870741,Test
2008-01-01,SOLARINDS.NS,0.0,0.11826063572074633,Test
2008-01-01,SRF.NS,0.0,-0.412579451631449,Test
2008-01-01,SUNPHARMA.NS,0.0,0.20268430356766137,Test
2008-01-01,SUPREMEIND.NS,0.0,-0.09717913120729268,Test
2008-01-01,SUZLON.NS,0.0,-0.008723027418716417,Test
2008-01-01,TATACOMM.NS,0.0,-0.26427483021408993,Test
2008-01-01,TATACONSUM.NS,0.0,0.012985926169287634,Test
2008-01-01,TATAELXSI.NS,0.0,-0.09982327466583102,Test
2008-01-01,TATAINVEST.NS,0.0,-0.04754723657912269,Test
2008-01-01,TATAPOWER.NS,0.0,-0.15904767973326386,Test
2008-01-01,TATASTEEL.NS,0.0,0.0,Test
2008-01-01,TCS.NS,0.0,0.039524039714436465,Test
2008-01-01,TECHM.NS,0.0,-0.24526443074770987,Test
2008-01-01,TITAN.NS,0.0,-0.038714568825833684,Test
2008-01-01,TORNTPHARM.NS,0.0,-0.035261538272866155,Test
2008-01-01,TRENT.NS,0.0,-0.0281388931972954,Test
2008-01-01,TVSMOTOR.NS,0.0,-0.2987656795293998,Test
2008-01-01,ULTRACEMCO.NS,0.0,0.05083443627276754,Test
2008-01-01,UNIONBANK.NS,0.0,-0.027372785453493198,Test
2008-01-01,UPL.NS,0.0,0.027203117041031774,Test
2008-01-01,VEDL.NS,0.0,-0.0017424850702690287,Test
2008-01-01,VOLTAS.NS,0.0,-0.006639617516078722,Test
2008-01-01,WIPRO.NS,0.0,0.0072301527468951465,Test
2008-01-01,YESBANK.NS,0.0,0.005760610591119167,Test
2008-01-01,ZYDUSLIFE.NS,0.0,0.035954319930398076,Test
2008-01-30,ABB.NS,-0.27409932301259027,0.044542379984185074,Test
2008-01-30,ADANIENT.NS,-0.3041542842034581,-0.22619007746296355,Test
2008-01-30,ADANIPORTS.NS,-0.4457257281133889,-0.08736059005874397,Test
2008-01-30,ADANIPOWER.NS,0.0,0.0,Test
2008-01-30,AMBUJACEM.NS,-0.221798213367888,0.02913920519962606,Test
2008-01-30,APOLLOHOSP.NS,-0.20353578858217503,0.0019507406710300946,Test
2008-01-30,ASHOKLEY.NS,-0.3808190283123144,0.0,Test
2008-01-30,ASIANPAINT.NS,0.03967466597029912,0.004245490638775634,Test
2008-01-30,ASTRAL.NS,-0.11114138101169273,0.0,Test
2008-01-30,AUROPHARMA.NS,-0.4999784101280825,-0.11066395527655556,Test
2008-01-30,AXISBANK.NS,0.12382561896448446,-0.014072428836968326,Test
2008-01-30,BAJAJ-AUTO.NS,-0.09569009793504261,-0.03087552507677349,Test
2008-01-30,BAJAJFINSV.NS,-0.12567466449466014,-2.772611293055949e-07,Test
2008-01-30,BAJAJHLDNG.NS,-0.12567454219419005,0.0,Test
2008-01-30,BAJFINANCE.NS,-0.06508529789942394,0.09838313622702065,Test
2008-01-30,BANKBARODA.NS,-0.19902358917745228,-0.00900937669099168,Test
2008-01-30,BANKINDIA.NS,-0.014956714892582003,0.021449867514634124,Test
2008-01-30,BEL.NS,-0.25634371047843385,-0.1180165783553828,Test
2008-01-30,BHARATFORG.NS,-0.24892567736657406,0.020904432748935227,Test
2008-01-30,BHARTIARTL.NS,-0.11788644972808875,0.0,Test
2008-01-30,BHEL.NS,-0.21111107353978995,0.11536817491812716,Test
2008-01-30,BIOCON.NS,-0.40429467938378394,0.09191526071407753,Test
2008-01-30,BLUESTARCO.NS,-0.036716998868604314,-0.028393376900871525,Test
2008-01-30,BOSCHLTD.NS,-0.2916480546105831,0.03987848140991221,Test
2008-01-30,BPCL.NS,-0.36929665750489954,0.1916391328931749,Test
2008-01-30,BRITANNIA.NS,-0.02291458929832119,-0.02462499744836902,Test
2008-01-30,CANBK.NS,-0.21094181820749106,0.03587425149287561,Test
2008-01-30,CGPOWER.NS,-0.12550511676146234,-0.04120568114419601,Test
2008-01-30,CHOLAFIN.NS,-0.32203900818065967,-0.19325030956496225,Test
2008-01-30,CIPLA.NS,-0.10952754296112882,0.054925618268161926,Test
2008-01-30,COALINDIA.NS,0.0,0.0,Test
