date,portfolio_return,portfolio_return_gross,trade_value,friction_cost,rebalance_friction_rate,turnover,regime,stocks_held,stops_hit,cash,portfolio_value_start,portfolio_value,cash_weight,invested_weight,kelly_f_star,kelly_b_used,kelly_largest_weight,cumulative_return
2024-01-10,0.1925810463620502,0.1936810463620502,50000.0,110.0,0.0022,0.5,HIGH_VOL,"['GVT&D.NS', 'HUDCO.NS', 'NATIONALUM.NS']",[],False,100000.0,119258.10463620503,0.5,0.5,0.4100248122691966,4.185446840366529,0.17271340064774698,0.1925810463620503
2024-02-12,-0.006592921416710279,-0.004392921416710278,119258.10463620505,262.3678301996511,0.0022,0.8571428571428573,BULL,"['OFSS.NS', 'IREDA.NS', 'HUDCO.NS', 'IOC.NS', 'BPCL.NS']",['IREDA.NS'],False,119258.10463620503,118471.8453240327,-2.220446049250313e-16,1.0000000000000002,0.48696027315046514,12.92626305143226,0.22365459763637216,0.18471845324032699
2024-03-13,0.004567421951281715,0.0056674219512817155,59235.92266201635,130.31902985643598,0.0022,0.5,HIGH_VOL,"['TATAINVEST.NS', 'ABB.NS', 'OIL.NS']",['TATAINVEST.NS'],False,118471.8453240327,119012.95623097454,0.5,0.5,0.4907492052335196,14.408125534183965,0.19571702943910696,0.19012956230974543
2024-04-16,0.10704171824375222,0.10924171824375221,119012.95623097454,261.828503708144,0.0022,1.0,BULL,"['EXIDEIND.NS', 'COCHINSHIP.NS', 'VEDL.NS', 'MOTILALOFS.NS', 'BSE.NS']",['BSE.NS'],False,119012.95623097454,131752.30755920653,0.0,1.0,0.42983063494940504,5.067608999418101,0.20673256443816393,0.3175230755920653
2024-05-17,0.02041124366800246,0.02085124366800246,26350.461511841306,57.971015326050875,0.0022,0.2,BEAR,"['HINDZINC.NS', 'POWERINDIA.NS', 'SUPREMEIND.NS', 'GVT&D.NS', 'GODFRYPHLP.NS']","['POWERINDIA.NS', 'SUPREMEIND.NS', 'GODFRYPHLP.NS']",False,131752.30755920653,134441.5360126191,0.8,0.2,0.4536966840422064,6.792831316092101,0.04249493147832986,0.344415360126191
2024-06-19,0.04241217154226501,0.04285217154226501,26888.307202523818,59.154275845552405,0.0022,0.19999999999999998,BEAR,"['COCHINSHIP.NS', 'MAZDOCK.NS', 'MOTHERSON.NS', 'BDL.NS', 'RVNL.NS']",['COCHINSHIP.NS'],False,134441.5360126191,140143.4935003919,0.8,0.19999999999999998,0.47389491655153215,9.542114091277389,0.044706634237909604,0.401434935003919
2024-07-19,-0.042036965711288794,-0.0409369657112888,70071.74675019595,154.15784285043108,0.0022,0.3333333333333333,HIGH_VOL,"['RVNL.NS', 'IREDA.NS', 'MAZDOCK.NS']","['RVNL.NS', 'IREDA.NS', 'MAZDOCK.NS']",False,140143.4935003919,134252.2862694557,0.5,0.5,0.4794035174430139,10.726074963005498,0.17799109724295162,0.3425228626945571
2024-08-20,0.14869947884892212,0.15089947884892213,134252.2862694557,295.3550297928026,0.0022,1.0,BULL,"['SUZLON.NS', 'GODFRYPHLP.NS', 'TRENT.NS', 'MOTILALOFS.NS', 'PAYTM.NS']","['SUZLON.NS', 'PAYTM.NS']",False,134252.2862694557,154215.53127200008,0.0,1.0,0.4689508792613785,8.681998792091623,0.21792005734857545,0.5421553127200007
2024-09-18,-0.0008755440131101102,-0.00043554401311011017,30843.106254400016,67.85483375968003,0.0022,0.17777777777777778,BEAR,"['BSE.NS', 'PREMIERENE.NS', 'RADICO.NS', 'GODFRYPHLP.NS', 'KALYANKJIL.NS']","['BSE.NS', 'PREMIERENE.NS', 'RADICO.NS', 'GODFRYPHLP.NS']",False,154215.53127200008,154080.5087868663,0.8,0.2,0.4523783343145976,6.667444611241104,0.04298767507466673,0.540805087868663
2024-10-18,-0.12461888475455643,-0.12241888475455644,154080.5087868663,338.9771193311059,0.0022,1.0,BULL,"['MOTILALOFS.NS', 'NATIONALUM.NS', 'POWERINDIA.NS', 'SIEMENS.NS', 'MCX.NS']","['MOTILALOFS.NS', 'POWERINDIA.NS', 'SIEMENS.NS', 'MCX.NS']",False,154080.5087868663,134879.16761943238,0.0,1.0,0.4711297663643618,9.041159818926449,0.2182997091078637,0.3487916761943237
2024-11-19,0.03166206559053775,0.03210206559053775,26975.833523886482,59.34683375255026,0.0022,0.20000000000000004,BEAR,"['WAAREEENER.NS', 'COFORGE.NS', 'PAYTM.NS', 'BSE.NS', 'INDHOTEL.NS']","['WAAREEENER.NS', 'BSE.NS']",False,134879.16761943238,139149.72067139597,0.7999999999999999,0.20000000000000004,0.4568030395150829,7.107785137613905,0.04358518876079282,0.3914972067139597
2024-12-19,-0.10250274094690001,-0.10030274094690002,139149.72067139595,306.1293854770711,0.0022,0.9999999999999999,BULL,"['SWIGGY.NS', 'BDL.NS', 'POLICYBZR.NS', 'DIXON.NS', 'MAZDOCK.NS']","['SWIGGY.NS', 'BDL.NS', 'POLICYBZR.NS', 'DIXON.NS', 'MAZDOCK.NS']",False,139149.72067139597,124886.49290058237,1.1102230246251565e-16,0.9999999999999999,0.4613626238974044,7.6268419610958516,0.22016038269309168,0.24886492900582358
2025-01-20,-0.020520933365843062,-0.020080933365843063,24977.298580116476,54.95005687625625,0.0022,0.2,BEAR,"['IDEA.NS', 'BIOCON.NS', 'SRF.NS', 'ONGC.NS', 'AUBANK.NS']","['IDEA.NS', 'BIOCON.NS', 'ONGC.NS', 'AUBANK.NS']",False,124886.49290058237,122323.70550147569,0.8,0.2,0.47008859905181777,8.865901681831222,0.04456752682615114,0.22323705501475688
2025-02-17,-0.024465105883905585,-0.02228522911053442,121204.82020698264,266.6506044553618,0.0022,0.9908530788050762,BULL,"['GODFRYPHLP.NS', 'UPL.NS', 'BAJFINANCE.NS', 'SHREECEM.NS', 'SBICARD.NS']",['GODFRYPHLP.NS'],False,122323.70550147569,119331.0430942704,0.009146921194923774,0.9908530788050762,0.497739081098728,18.27257134731184,0.25,0.19331043094270406
2025-03-20,0.01084804818217246,0.01128804818217246,23866.20861885409,52.505658961479,0.0022,0.20000000000000007,BEAR,"['JSWENERGY.NS', 'MAZDOCK.NS', 'SHRIRAMFIN.NS', 'SOLARINDS.NS', 'BEL.NS']","['JSWENERGY.NS', 'MAZDOCK.NS', 'SHRIRAMFIN.NS', 'BEL.NS']",False,119331.0430942704,120625.55199938593,0.7999999999999999,0.20000000000000007,0.4302933381398809,5.0926852753268985,0.04212503801704845,0.20625551999385938
2025-04-24,0.02912639329899359,0.03022639329899359,60312.77599969297,132.68810719932455,0.0022,0.5,HIGH_VOL,"['BSE.NS', 'GODFRYPHLP.NS', 'AUBANK.NS']",[],False,120625.55199938593,124138.93926882825,0.5,0.5,0.4515617590565735,6.59207635430847,0.1773893798220705,0.24138939268828263
2025-05-26,0.011907869296076819,0.01300786929607682,62069.46963441413,136.5528331957111,0.0022,0.5,HIGH_VOL,"['GVT&D.NS', 'BDL.NS', 'MAZDOCK.NS']",['MAZDOCK.NS'],False,124138.93926882825,125617.16953219507,0.5,0.5,0.3881760508586736,3.5111792792862686,0.17103611530133428,0.2561716953219506
2025-06-24,0.07142422672653757,0.07362422672653757,125617.16953219507,276.35777297082916,0.0022,1.0,BULL,"['MCX.NS', 'MUTHOOTFIN.NS', 'ABCAPITAL.NS', 'SWIGGY.NS', 'GLENMARK.NS']",[],False,125617.16953219507,134589.27872960846,0.0,1.0,0.38707278345247814,3.482847175744915,0.20693173869529868,0.34589278729608464
2025-07-23,0.004918488589299497,0.005358488589299497,26917.855745921694,59.21928264102773,0.0022,0.17777777777777778,BEAR,"['GLENMARK.NS', 'LAURUSLABS.NS', 'BOSCHLTD.NS', 'PATANJALI.NS', 'PAYTM.NS']","['GLENMARK.NS', 'PATANJALI.NS']",False,134589.27872960846,135251.25456128208,0.8,0.2,0.41021116907129374,4.19231359374484,0.04168619323007966,0.35251254561282086
2025-08-22,0.03718318042452501,0.03938318042452501,135251.25456128208,297.5527600348206,0.0022,0.8888888888888888,BULL,"['PAYTM.NS', 'TVSMOTOR.NS', 'HEROMOTOCO.NS', 'DMART.NS', 'MARUTI.NS']",[],False,135251.25456128208,140280.3263622776,0.0,1.0,0.3229349235467537,2.3707456189420806,0.20252424619448503,0.4028032636227761
2025-09-23,-0.0011244773159525094,-0.0006844773159525093,28056.065272455526,61.72334359940216,0.0022,0.2,BEAR,"['ADANIPOWER.NS', 'IDEA.NS', 'ADANIGREEN.NS', 'EICHERMOT.NS', 'MOTHERSON.NS']","['ADANIPOWER.NS', 'IDEA.NS', 'ADANIGREEN.NS', 'MOTHERSON.NS']",False,140280.3263622776,140122.58431740882,0.8,0.2,0.4671617776492687,8.407749753358056,0.04449849580622136,0.40122584317408827
2025-10-24,0.011520345979223297,0.011960345979223297,28024.516863481764,61.653937099659885,0.0022,0.19999999999999998,BEAR,"['INDIANB.NS', 'AUBANK.NS', 'BSE.NS', 'FEDERALBNK.NS', '360ONE.NS']",['360ONE.NS'],False,140122.58431740882,141736.84496824825,0.8,0.19999999999999998,0.24683250387135447,1.7193353251054955,0.04033231848890634,0.41736844968248255
